,premisse,hypothèse,label
744,Je suis convoqué en justice. Qu'est-ce qu'une requête ?,la question ne concerne pas la catégorie Justice,2
745,Mon enfant majeur qui vit chez moi bénéficie-t-il toujours de mon assurance ?,la question ne concerne pas la catégorie Argent,2
746,Que se passe-t-il si je ne me présente pas à l’audience devant le tribunal de police ?,la question ne concerne pas la catégorie Justice,2
747,Quelles sont les sanctions si j’ai cassé une voiture ?,la question ne concerne pas la catégorie Justice,2
748,Est-ce que certaines mentions du casier judiciaire s’effacent au bout d’un certain temps ?,la question ne concerne pas la catégorie Justice,2
749,Qu'est-ce que la saisie immobilière ?,la question ne concerne pas la catégorie Argent,2
750,Mon propriétaire peut-il résilier mon contrat de bail si je ne paie plus mon loyer ?,la question ne concerne pas la catégorie Argent,2
751,Ai-je droit à l'aide juridique (ex pro deo) si je suis surendetté ?,la question ne concerne pas la catégorie Justice,2
752,Qu’est-ce que je risque si je me fais prendre à voler dans un magasin ?,la question ne concerne pas la catégorie Justice,2
753,"Je suis témoin d'une infraction. Je suis convoqué pour une audition à la police en tant que témoin, que va-t-il se passer ?",la question ne concerne pas la catégorie Justice,2
754,Qu'est-ce qu'un crédit à la consommation ?,la question ne concerne pas la catégorie Argent,2
755,Que se passe-t-il si je ne paie plus la contribution alimentaire pour mes enfants ?,la question ne concerne pas la catégorie Argent,2
756,Puis-je bénéficier de l'aide juridique (ex-pro deo) si je suis propriétaire ?,la question ne concerne pas la catégorie Justice,2
757,Que faire si le médiateur de dettes ne répond pas à mes demandes ?,la question ne concerne pas la catégorie Argent,2
758,J'introduis une demande en justice. Qu'est-ce qu'une citation ?,la question ne concerne pas la catégorie Justice,2
759,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Quel faire si ma plainte n’a pas été déposée devant le bon médiateur compétent ?,la question ne concerne pas la catégorie Argent,2
760,J'ai été condamné à une peine de prison. Qu’est-ce que la surveillance électronique ?,la question ne concerne pas la catégorie Justice,2
761,Je suis convoqué en justice. Comment vais-je recevoir la décision de justice ?,la question ne concerne pas la catégorie Justice,2
762,Qui le juge peut-il désigner comme médiateur de dettes ?,la question ne concerne pas la catégorie Argent,2
763,"Je suis convoqué en justice. J'ai fait appel du jugement, que se passe-t-il en attendant le nouveau jugement ?",la question ne concerne pas la catégorie Justice,2
764,Que se passe-t-il une fois que j’ai effectué ma peine de travail ?,la question ne concerne pas la catégorie Justice,2
765,Que puis-je faire si je ne suis pas d’accord avec la décision du tribunal de police ?,la question ne concerne pas la catégorie Justice,2
766,Qu'est-ce qu'une procédure sommaire d'injonction de payer ?,la question ne concerne pas la catégorie Argent,2
767,Je suis convoqué en justice. Qu'est ce que je risque si je ne respecte pas la décision ?,la question ne concerne pas la catégorie Justice,2
768,Je suis victime d’une infraction. Dans quels cas puis-je porter plainte à la police ?,la question ne concerne pas la catégorie Justice,2
769,Que se passe-t-il si je ne paie pas mon crédit hypothécaire ?,la question ne concerne pas la catégorie Argent,2
770,Que se passe-t-il si l'huissier saisit un meuble qui ne m'appartient pas ?,la question ne concerne pas la catégorie Argent,2
771,J'introduis une demande en justice. Qu'est-ce que le calendrier d'échange de conclusions ?,la question ne concerne pas la catégorie Justice,2
772,Comment faire connaître mes dernières volontés pour mes funérailles ?,la question ne concerne pas la catégorie Argent,2
773,Qu’est-ce qu’un extrait de casier judiciaire (certificat de bonnes vie et moeurs) ?,la question ne concerne pas la catégorie Justice,2
774,A quel moment dois-je payer ma dette ?,la question ne concerne pas la catégorie Argent,2
775,"Mon enfant mineur, en internat dans une école, est-il toujours couvert par mon assurance ?",la question ne concerne pas la catégorie Argent,2
776,Combien de temps après le dépôt de ma requête en règlement collectif de dettes vais-je avoir la réponse du juge ?,la question ne concerne pas la catégorie Argent,2
777,Puis-je invoquer la prescription pour ne pas payer ma dette ?,la question ne concerne pas la catégorie Argent,2
778,Quel est le coût de l'huissier de justice ?,la question ne concerne pas la catégorie Argent,2
779,"Que se passe-t-il si je travaille à temps plein, ou si je suis en incapacité de travail, ou si je suis en surveillance électronique ?",la question ne concerne pas la catégorie Justice,2
780,Comment trouver les adresses et les horaires des bureaux d'aide juridique ?,la question ne concerne pas la catégorie Justice,2
781,"Si je ne paie pas mon crédit à la consommation, peut-on saisir mes revenus ?",la question ne concerne pas la catégorie Argent,2
782,Peut-on me demander de réparer les dégâts matériels causés par la bagarre ?,la question ne concerne pas la catégorie Justice,2
783,Je suis locataire. Dois-je prendre une assurance incendie si je suis locataire à Bruxelles ?,la question ne concerne pas la catégorie Argent,2
784,Quelles démarches effectuer si je cause des dommages ?,la question ne concerne pas la catégorie Argent,2
785,Que faire si je ne m'entends pas avec le médiateur de dettes ?,la question ne concerne pas la catégorie Argent,2
786,Puis-je demander au juge des facilités de paiement ?,la question ne concerne pas la catégorie Argent,2
787,Je suis locataire. Dois-je installer des détecteurs incendie à Bruxelles ?,la question ne concerne pas la catégorie Argent,2
788,Quels recours exercer contre les abus lors d'un recouvrement amiable ?,la question ne concerne pas la catégorie Argent,2
789,Je suis convoqué en justice. Dois-je aller en personne aux audiences ?,la question ne concerne pas la catégorie Justice,2
790,Je suis victime d’une infraction. La police est-elle obligée de donner suite à ma plainte ?,la question ne concerne pas la catégorie Justice,2
791,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dans combien de temps le médiateur pour le consommateur me répondra ?,la question ne concerne pas la catégorie Argent,2
792,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. A quelles conditions puis-je déposer plainte devant le médiateur pour le consommateur ?,la question ne concerne pas la catégorie Argent,2
793,"Si je ne rembourse pas mon crédit hypothécaire, suis-je fiché à la Banque nationale ?",la question ne concerne pas la catégorie Argent,2
794,Mon ami peut-il me poursuivre en justice si je ne le rembourse pas ?,la question ne concerne pas la catégorie Argent,2
795,L'avocat pro deo peut-il me réclamer des honoraires ?,la question ne concerne pas la catégorie Justice,2
796,Suis-je obligé de me présenter à l’audience devant le tribunal de police ?,la question ne concerne pas la catégorie Justice,2
797,Puis-je me présenter seul ou dois-je être accompagné d’un avocat devant le tribunal de police ?,la question ne concerne pas la catégorie Justice,2
798,Qu'est-ce qu'une saisie ?,la question ne concerne pas la catégorie Argent,2
799,Qu’est-ce que je risque si je menace un passant pour qu’il me donne son portefeuille et son gsm ?,la question ne concerne pas la catégorie Justice,2
800,Y a-t-il des frais en cours de procédure ?,la question ne concerne pas la catégorie Justice,2
801,Ai-je droit à l'aide juridique (ex pro deo) si je reçois une aide du CPAS ?,la question ne concerne pas la catégorie Justice,2
802,Le père de mes enfants vient de décéder et ils sont mineurs. Que dois-je faire ?,la question ne concerne pas la catégorie Argent,2
803,Après combien de temps ma dette de crédit à la consommation est-elle prescrite ?,la question ne concerne pas la catégorie Argent,2
804,Ai-je droit à l'aide juridique (ex pro deo) si je suis étranger ?,la question ne concerne pas la catégorie Justice,2
805,Quel est le coût de l'huissier de justice ?,la question ne concerne pas la catégorie Justice,2
806,Quels sont les revenus pris en compte pour l'aide juridique si je vis avec mes enfants ?,la question ne concerne pas la catégorie Justice,2
807,Je suis propriétaire. Mon locataire n'a pas payé sa facture d'eau. Qu'est-ce que je risque en Wallonie ?,la question ne concerne pas la catégorie Argent,2
808,J'ai commis une infraction. Puis-je me faire assister par mon avocat pour l’audition à la police ?,la question ne concerne pas la catégorie Justice,2
809,Je suis propriétaire. Dois-je installer des détecteurs incendie en Wallonie ?,la question ne concerne pas la catégorie Argent,2
810,Puis-je faire une donation de tous mes biens à ma filleule ?,la question ne concerne pas la catégorie Argent,2
811,Qu’est-ce que la médiation pénale ?,la question ne concerne pas la catégorie Justice,2
812,Le juge peut-il m'accorder un délai de paiement si je ne rembourse pas l'argent prêté ?,la question ne concerne pas la catégorie Argent,2
813,"Si je ne paie plus mon crédit à la consommation, suis-je fiché à la Banque nationale ?",la question ne concerne pas la catégorie Argent,2
814,Je suis témoin d'une infraction. Qu’est-ce que je risque si je ne dis pas la vérité à mon audition à la police en tant que témoin ?,la question ne concerne pas la catégorie Justice,2
815,Peut-on saisir tous mes revenus si je ne paie pas ma contribution alimentaire ?,la question ne concerne pas la catégorie Argent,2
816,Que fait le médiateur de dettes lorsqu'il a été désigné ?,la question ne concerne pas la catégorie Argent,2
817,Que puis-je faire si je ne suis pas d'accord avec le plan ?,la question ne concerne pas la catégorie Argent,2
818,J'introduis une demande en justice. Comment se passe la procédure en appel ?,la question ne concerne pas la catégorie Justice,2
819,Où trouver un médiateur de dettes amiable ?,la question ne concerne pas la catégorie Argent,1
820,J'ai été condamné à une peine de prison. Que se passe-t-il une fois que la surveillance électronique a été octroyée ?,la question ne concerne pas la catégorie Justice,1
821,Qui doit payer les frais funéraires ?,la question ne concerne pas la catégorie Argent,1
822,Qui décide de ma sanction si je me fais prendre avec du cannabis sur moi ?,la question ne concerne pas la catégorie Justice,1
823,"Mon conjoint est décédé, je dois payer le loyer mais le compte est bloqué. Que faire ?",la question ne concerne pas la catégorie Argent,1
824,Qu’est-ce que je risque si je me fais prendre à voler un i-pod dans la poche d’un passant ?,la question ne concerne pas la catégorie Justice,1
825,Qui organise et paie les funérailles lorsqu’il n’y a pas d’héritier ?,la question ne concerne pas la catégorie Argent,1
826,Comment demander un règlement collectif de dettes (RCD) et à qui s'adresser ?,la question ne concerne pas la catégorie Argent,1
827,Quel est le rôle de la police en ce qui concerne les infractions ?,la question ne concerne pas la catégorie Justice,1
828,J'introduis une demande en justice. Combien dois-je payer pour introduire une procédure en justice ?,la question ne concerne pas la catégorie Justice,1
829,"Mon ami a son adresse de référence chez moi, peut-on saisir mes meubles ?",la question ne concerne pas la catégorie Argent,1
830,Après combien de temps ma facture d'eau est-elle prescrite à Bruxelles ?,la question ne concerne pas la catégorie Argent,1
831,Nous sommes séparés mais pas divorcés. Mon conjoint va-t-il hériter de mes biens à mon décès ?,la question ne concerne pas la catégorie Argent,1
832,J’hésite à faire un testament ou une donation. Que choisir ?,la question ne concerne pas la catégorie Argent,1
833,Puis-je avoir un premier conseil juridique gratuit (aide juridique de 1ère ligne) ?,la question ne concerne pas la catégorie Justice,1
834,"Si je ne paie pas mon crédit à la consommation, peut-on reprendre ma voiture ?",la question ne concerne pas la catégorie Argent,1
835,"Je suis en règlement collectif de dettes, que faire si j'hérite ?",la question ne concerne pas la catégorie Argent,1
836,Où demander mon extrait de casier judiciaire ?,la question ne concerne pas la catégorie Justice,1
837,Quel est le rôle du juge des saisies ?,la question ne concerne pas la catégorie Argent,1
838,Je suis victime d’une infraction. Comment puis-je demander réparation du dommage que j’ai subi en tant que victime d'une infraction ?,la question ne concerne pas la catégorie Justice,1
839,Puis-je avoir l'assistance gratuite d'un avocat (aide juridique de 2ème ligne - ex pro deo) ?,la question ne concerne pas la catégorie Justice,1
840,Quels sont les risques si je ne paie pas mon stationnement ?,la question ne concerne pas la catégorie Argent,1
841,La police peut-elle venir fouiller chez moi si elle me soupçonne d’avoir du cannabis ?,la question ne concerne pas la catégorie Justice,1
842,Qu’est-ce que je risque si je cause un incendie ?,la question ne concerne pas la catégorie Justice,1
843,Le parquet est-il obligé de donner suite à ma plainte ?,la question ne concerne pas la catégorie Justice,1
844,J'ai commis une infraction. Suis-je obligé de dénoncer mes complices à la police ?,la question ne concerne pas la catégorie Justice,1
845,J'introduis une demande en justice. A qui m'adresser pour avoir certains renseignements sur la procédure en justice ?,la question ne concerne pas la catégorie Justice,1
846,Quel est le coût d'une procédure en règlement collectif de dettes (RCD) ?,la question ne concerne pas la catégorie Argent,1
847,Je suis locataire. Que couvre mon assurance incendie ?,la question ne concerne pas la catégorie Argent,1
848,Dois-je payer quelque chose si j'ai droit à l'aide juridique (ex pro deo) ?,la question ne concerne pas la catégorie Justice,1
849,Puis-je arrêter ma guidance/gestion budgétaire ?,la question ne concerne pas la catégorie Argent,1
850,A qui m’adresser en cas de problème lors de l’exécution de la peine de travail ?,la question ne concerne pas la catégorie Justice,1
851,"J'ai commis une infraction. Je suis convoqué pour une audition à la police, que va-t-il se passer ?",la question ne concerne pas la catégorie Justice,1
852,Que doivent faire les créanciers lors du règlement collectif de dettes ?,la question ne concerne pas la catégorie Argent,1
853,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dois-je payer pour déposer plainte devant le médiateur pour le consommateur ?,la question ne concerne pas la catégorie Argent,1
854,Combien de temps après le dépôt de ma requête en règlement collectif de dettes vais-je avoir la réponse du juge ?,la question ne concerne pas la catégorie Argent,1
855,Je suis convoqué en justice. Puis-je prendre contact directement avec le juge ?,la question ne concerne pas la catégorie Justice,1
856,"J'ai un administrateur de biens, puis-je faire une donation ?",la question ne concerne pas la catégorie Argent,1
857,Je suis locataire. Dois-je installer des détecteurs incendie en Wallonie ?,la question ne concerne pas la catégorie Argent,1
858,Ai-je droit à l'aide juridique (ex pro deo) si je suis surendetté ?,la question ne concerne pas la catégorie Argent,1
859,Auprès de quel juge mon créancier peut-il me faire condamner au paiement de ma dette ?,la question ne concerne pas la catégorie Argent,1
860,Ma situation financière s'est améliorée. Ai-je toujours droit à l'aide juridique ?,la question ne concerne pas la catégorie Justice,1
861,Ai-je toujours droit à l'aide juridique si ma situation financière s'améliore en cours de procédure ?,la question ne concerne pas la catégorie Justice,1
862,Que faire en cas de dépenses exceptionnelles lors du règlement collectif de dettes ?,la question ne concerne pas la catégorie Argent,1
863,Quels frais l'hôpital peut-il ajouter à ma facture pour le retard de paiement ?,la question ne concerne pas la catégorie Argent,1
864,Mon père vient de décéder. Dois-je payer ses dettes ?,la question ne concerne pas la catégorie Argent,1
865,"Je suis convoqué en justice. J'ai reçu un jugement par défaut, que faire ?",la question ne concerne pas la catégorie Justice,1
866,Je suis convoqué en justice. Le juge tranche-t-il le conflit dès la première audience ?,la question ne concerne pas la catégorie Justice,1
867,Mes difficultés financières sont-elles passagères ou récurrentes ?,la question ne concerne pas la catégorie Argent,1
868,Peut-on saisir ou confisquer la voiture de mes parents que j’utilise pour un trafic de cannabis ?,la question ne concerne pas la catégorie Justice,1
869,Après combien de temps ma facture de gaz et d'électricité est-elle prescrite à Bruxelles ?,la question ne concerne pas la catégorie Argent,1
870,Puis-je introduire un nouveau règlement collectif de dettes lorsque j'ai été révoqué ?,la question ne concerne pas la catégorie Argent,1
871,Qui surveille l’exécution de ma peine de travail ?,la question ne concerne pas la catégorie Justice,1
872,Puis-je porter plainte si je suis blessé au cours d’une bagarre ?,la question ne concerne pas la catégorie Justice,1
873,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dans quels cas puis-je déposer plainte devant le médiateur pour le consommateur ?,la question ne concerne pas la catégorie Argent,1
874,Je suis témoin d'une infraction. Suis-je obligé de dénoncer/révéler à la police ce dont je suis témoin ?,la question ne concerne pas la catégorie Justice,1
875,Le juge de police va-t-il décider de ma culpabilité et des sanctions à la première audience ?,la question ne concerne pas la catégorie Justice,1
876,J'introduis une demande en justice. Qu'est-ce qu'une remise ?,la question ne concerne pas la catégorie Justice,1
877,"Qu'est-ce qui est remboursé en priorité: le principal, les intérêts ou les frais ?",la question ne concerne pas la catégorie Argent,1
878,J'introduis une demande en justice. Que faire si mon adversaire ne respecte pas la décision de justice ?,la question ne concerne pas la catégorie Justice,1
879,Comment calcule-t-on le montant saisissable si je perçois plusieurs types de revenus ?,la question ne concerne pas la catégorie Argent,1
880,J'ai été condamné à une peine de prison. Puis-je être entendu pour expliquer mon plan de réinsertion sociale ?,la question ne concerne pas la catégorie Justice,1
881,Le règlement collectif de dettes arrête-t-il les saisies sur mes meubles ou mon salaire ?,la question ne concerne pas la catégorie Argent,1
882,Le règlement collectif de dettes arrête-t-il une mesure d'expulsion ?,la question ne concerne pas la catégorie Argent,1
883,"Je suis indépendant, puis-je introduire un règlement collectif de dettes (RCD) ?",la question ne concerne pas la catégorie Argent,1
884,Mon partenaire est décédé. Quels sont mes droits dans sa succession ?,la question ne concerne pas la catégorie Argent,1
885,Puis-je changer d'avocat désigné si je ne suis pas satisfait ?,la question ne concerne pas la catégorie Justice,1
886,J'ai commis une infraction. Suis-je obligé de me dénoncer ou de reconnaître ma culpabilité à la police ?,la question ne concerne pas la catégorie Justice,1
887,Qui doit payer les frais de dernière maladie ?,la question ne concerne pas la catégorie Argent,1
888,Après combien de temps ma dette de contribution alimentaire est-elle prescrite ?,la question ne concerne pas la catégorie Argent,1
889,Après combien de temps ma facture de gaz et d'électricité est-elle prescrite à Bruxelles ?,la question ne concerne pas la catégorie Argent,1
890,"J'ai une procédure en néerlandais, que faire ?",la question ne concerne pas la catégorie Justice,1
891,Tous mes biens peuvent-ils être saisis ?,la question ne concerne pas la catégorie Argent,1
892,Comment faire une donation ?,la question ne concerne pas la catégorie Argent,1
893,Quelle procédure en cas de défaut de paiement de ma facture d'eau en Wallonie ?,la question ne concerne pas la catégorie Argent,1
894,J'introduis une demande en justice. Comment vais-je recevoir la décision de justice ?,la question ne concerne pas la catégorie Justice,1
895,Mon assurance couvre-t-elle mon enfant qui ne vit jamais chez moi ?,la question ne concerne pas la catégorie Argent,1
896,Peut-on me retirer mes allocations familiales ?,la question ne concerne pas la catégorie Justice,1
897,Comment débloquer les comptes bancaires après un décès ?,la question ne concerne pas la catégorie Argent,1
898,Après combien de temps ma dette de stationnement est-elle prescrite ?,la question ne concerne pas la catégorie Argent,1
899,Quels documents dois-je remettre au bureau d'aide juridique ?,la question ne concerne pas la catégorie Justice,1
900,Quel est le coût d'un divorce en général ?,la question ne concerne pas la catégorie Justice,1
901,"Si je ne rembourse pas mon crédit hypothécaire, peut-on faire vendre ma maison ?",la question ne concerne pas la catégorie Argent,1
902,Où trouver un médiateur de dettes amiable ?,la question ne concerne pas la catégorie Argent,2
903,J'ai été condamné à une peine de prison. Que se passe-t-il une fois que la surveillance électronique a été octroyée ?,la question ne concerne pas la catégorie Justice,2
904,Qui doit payer les frais funéraires ?,la question ne concerne pas la catégorie Argent,2
905,Qui décide de ma sanction si je me fais prendre avec du cannabis sur moi ?,la question ne concerne pas la catégorie Justice,2
906,"Mon conjoint est décédé, je dois payer le loyer mais le compte est bloqué. Que faire ?",la question ne concerne pas la catégorie Argent,2
907,Qu’est-ce que je risque si je me fais prendre à voler un i-pod dans la poche d’un passant ?,la question ne concerne pas la catégorie Justice,2
908,Qui organise et paie les funérailles lorsqu’il n’y a pas d’héritier ?,la question ne concerne pas la catégorie Argent,2
909,Comment demander un règlement collectif de dettes (RCD) et à qui s'adresser ?,la question ne concerne pas la catégorie Argent,2
910,Quel est le rôle de la police en ce qui concerne les infractions ?,la question ne concerne pas la catégorie Justice,2
911,J'introduis une demande en justice. Combien dois-je payer pour introduire une procédure en justice ?,la question ne concerne pas la catégorie Justice,2
912,"Mon ami a son adresse de référence chez moi, peut-on saisir mes meubles ?",la question ne concerne pas la catégorie Argent,2
913,Après combien de temps ma facture d'eau est-elle prescrite à Bruxelles ?,la question ne concerne pas la catégorie Argent,2
914,Nous sommes séparés mais pas divorcés. Mon conjoint va-t-il hériter de mes biens à mon décès ?,la question ne concerne pas la catégorie Argent,2
915,J’hésite à faire un testament ou une donation. Que choisir ?,la question ne concerne pas la catégorie Argent,2
916,Puis-je avoir un premier conseil juridique gratuit (aide juridique de 1ère ligne) ?,la question ne concerne pas la catégorie Justice,2
917,"Si je ne paie pas mon crédit à la consommation, peut-on reprendre ma voiture ?",la question ne concerne pas la catégorie Argent,2
918,"Je suis en règlement collectif de dettes, que faire si j'hérite ?",la question ne concerne pas la catégorie Argent,2
919,Où demander mon extrait de casier judiciaire ?,la question ne concerne pas la catégorie Justice,2
920,Quel est le rôle du juge des saisies ?,la question ne concerne pas la catégorie Argent,2
921,Je suis victime d’une infraction. Comment puis-je demander réparation du dommage que j’ai subi en tant que victime d'une infraction ?,la question ne concerne pas la catégorie Justice,2
922,Puis-je avoir l'assistance gratuite d'un avocat (aide juridique de 2ème ligne - ex pro deo) ?,la question ne concerne pas la catégorie Justice,2
923,Quels sont les risques si je ne paie pas mon stationnement ?,la question ne concerne pas la catégorie Argent,2
924,La police peut-elle venir fouiller chez moi si elle me soupçonne d’avoir du cannabis ?,la question ne concerne pas la catégorie Justice,2
925,Qu’est-ce que je risque si je cause un incendie ?,la question ne concerne pas la catégorie Justice,2
926,Le parquet est-il obligé de donner suite à ma plainte ?,la question ne concerne pas la catégorie Justice,2
927,J'ai commis une infraction. Suis-je obligé de dénoncer mes complices à la police ?,la question ne concerne pas la catégorie Justice,2
928,J'introduis une demande en justice. A qui m'adresser pour avoir certains renseignements sur la procédure en justice ?,la question ne concerne pas la catégorie Justice,2
929,Quel est le coût d'une procédure en règlement collectif de dettes (RCD) ?,la question ne concerne pas la catégorie Argent,2
930,Je suis locataire. Que couvre mon assurance incendie ?,la question ne concerne pas la catégorie Argent,2
931,Dois-je payer quelque chose si j'ai droit à l'aide juridique (ex pro deo) ?,la question ne concerne pas la catégorie Justice,2
932,Puis-je arrêter ma guidance/gestion budgétaire ?,la question ne concerne pas la catégorie Argent,2
933,A qui m’adresser en cas de problème lors de l’exécution de la peine de travail ?,la question ne concerne pas la catégorie Justice,2
934,"J'ai commis une infraction. Je suis convoqué pour une audition à la police, que va-t-il se passer ?",la question ne concerne pas la catégorie Justice,2
935,Que doivent faire les créanciers lors du règlement collectif de dettes ?,la question ne concerne pas la catégorie Argent,2
936,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dois-je payer pour déposer plainte devant le médiateur pour le consommateur ?,la question ne concerne pas la catégorie Argent,2
937,Combien de temps après le dépôt de ma requête en règlement collectif de dettes vais-je avoir la réponse du juge ?,la question ne concerne pas la catégorie Argent,2
938,Je suis convoqué en justice. Puis-je prendre contact directement avec le juge ?,la question ne concerne pas la catégorie Justice,2
939,"J'ai un administrateur de biens, puis-je faire une donation ?",la question ne concerne pas la catégorie Argent,2
940,Je suis locataire. Dois-je installer des détecteurs incendie en Wallonie ?,la question ne concerne pas la catégorie Argent,2
941,Ai-je droit à l'aide juridique (ex pro deo) si je suis surendetté ?,la question ne concerne pas la catégorie Argent,2
942,Auprès de quel juge mon créancier peut-il me faire condamner au paiement de ma dette ?,la question ne concerne pas la catégorie Argent,2
943,Ma situation financière s'est améliorée. Ai-je toujours droit à l'aide juridique ?,la question ne concerne pas la catégorie Justice,2
944,Ai-je toujours droit à l'aide juridique si ma situation financière s'améliore en cours de procédure ?,la question ne concerne pas la catégorie Justice,2
945,Que faire en cas de dépenses exceptionnelles lors du règlement collectif de dettes ?,la question ne concerne pas la catégorie Argent,2
946,Quels frais l'hôpital peut-il ajouter à ma facture pour le retard de paiement ?,la question ne concerne pas la catégorie Argent,2
947,Mon père vient de décéder. Dois-je payer ses dettes ?,la question ne concerne pas la catégorie Argent,2
948,"Je suis convoqué en justice. J'ai reçu un jugement par défaut, que faire ?",la question ne concerne pas la catégorie Justice,2
949,Je suis convoqué en justice. Le juge tranche-t-il le conflit dès la première audience ?,la question ne concerne pas la catégorie Justice,2
950,Mes difficultés financières sont-elles passagères ou récurrentes ?,la question ne concerne pas la catégorie Argent,2
951,Peut-on saisir ou confisquer la voiture de mes parents que j’utilise pour un trafic de cannabis ?,la question ne concerne pas la catégorie Justice,2
952,Après combien de temps ma facture de gaz et d'électricité est-elle prescrite à Bruxelles ?,la question ne concerne pas la catégorie Argent,2
953,Puis-je introduire un nouveau règlement collectif de dettes lorsque j'ai été révoqué ?,la question ne concerne pas la catégorie Argent,2
954,Qui surveille l’exécution de ma peine de travail ?,la question ne concerne pas la catégorie Justice,2
955,Puis-je porter plainte si je suis blessé au cours d’une bagarre ?,la question ne concerne pas la catégorie Justice,2
956,Je dépose plainte auprès d'un médiateur. L'entreprise est située en Belgique. Dans quels cas puis-je déposer plainte devant le médiateur pour le consommateur ?,la question ne concerne pas la catégorie Argent,2
957,Je suis témoin d'une infraction. Suis-je obligé de dénoncer/révéler à la police ce dont je suis témoin ?,la question ne concerne pas la catégorie Justice,2
958,Le juge de police va-t-il décider de ma culpabilité et des sanctions à la première audience ?,la question ne concerne pas la catégorie Justice,2
959,J'introduis une demande en justice. Qu'est-ce qu'une remise ?,la question ne concerne pas la catégorie Justice,2
960,"Qu'est-ce qui est remboursé en priorité: le principal, les intérêts ou les frais ?",la question ne concerne pas la catégorie Argent,2
961,J'introduis une demande en justice. Que faire si mon adversaire ne respecte pas la décision de justice ?,la question ne concerne pas la catégorie Justice,2
962,Comment calcule-t-on le montant saisissable si je perçois plusieurs types de revenus ?,la question ne concerne pas la catégorie Argent,2
963,J'ai été condamné à une peine de prison. Puis-je être entendu pour expliquer mon plan de réinsertion sociale ?,la question ne concerne pas la catégorie Justice,2
964,Le règlement collectif de dettes arrête-t-il les saisies sur mes meubles ou mon salaire ?,la question ne concerne pas la catégorie Argent,2
965,Le règlement collectif de dettes arrête-t-il une mesure d'expulsion ?,la question ne concerne pas la catégorie Argent,2
966,"Je suis indépendant, puis-je introduire un règlement collectif de dettes (RCD) ?",la question ne concerne pas la catégorie Argent,2
967,Mon partenaire est décédé. Quels sont mes droits dans sa succession ?,la question ne concerne pas la catégorie Argent,2
968,Puis-je changer d'avocat désigné si je ne suis pas satisfait ?,la question ne concerne pas la catégorie Justice,2
969,J'ai commis une infraction. Suis-je obligé de me dénoncer ou de reconnaître ma culpabilité à la police ?,la question ne concerne pas la catégorie Justice,2
970,Qui doit payer les frais de dernière maladie ?,la question ne concerne pas la catégorie Argent,2
971,Après combien de temps ma dette de contribution alimentaire est-elle prescrite ?,la question ne concerne pas la catégorie Argent,2
972,Après combien de temps ma facture de gaz et d'électricité est-elle prescrite à Bruxelles ?,la question ne concerne pas la catégorie Argent,2
973,"J'ai une procédure en néerlandais, que faire ?",la question ne concerne pas la catégorie Justice,2
974,Tous mes biens peuvent-ils être saisis ?,la question ne concerne pas la catégorie Argent,2
975,Comment faire une donation ?,la question ne concerne pas la catégorie Argent,2
976,Quelle procédure en cas de défaut de paiement de ma facture d'eau en Wallonie ?,la question ne concerne pas la catégorie Argent,2
977,J'introduis une demande en justice. Comment vais-je recevoir la décision de justice ?,la question ne concerne pas la catégorie Justice,2
978,Mon assurance couvre-t-elle mon enfant qui ne vit jamais chez moi ?,la question ne concerne pas la catégorie Argent,2
979,Peut-on me retirer mes allocations familiales ?,la question ne concerne pas la catégorie Justice,2
980,Comment débloquer les comptes bancaires après un décès ?,la question ne concerne pas la catégorie Argent,2
981,Après combien de temps ma dette de stationnement est-elle prescrite ?,la question ne concerne pas la catégorie Argent,2
982,Quels documents dois-je remettre au bureau d'aide juridique ?,la question ne concerne pas la catégorie Justice,2
983,Quel est le coût d'un divorce en général ?,la question ne concerne pas la catégorie Justice,2
984,"Si je ne rembourse pas mon crédit hypothécaire, peut-on faire vendre ma maison ?",la question ne concerne pas la catégorie Argent,2
985,Je suis travailleur salarié(e). Puis-je refuser de faire des heures supplémentaires ou de travailler de nuit ?,la question concerne la catégorie Travail,0
986,Suis-je payé pendant la procédure du trajet de réintégration ?,la question concerne la catégorie Travail,0
987,Le CPAS peut-il faire des retenues sur mon RIS ?,la question concerne la catégorie Protection sociale,0
988,Qu'est-ce que le trajet de réintégration ?,la question concerne la catégorie Protection sociale,0
989,Je suis majeur. Je suis handicapé . Comment se déroule la procédure de demande de nationalité ?,la question concerne la catégorie Etrangers,0
990,Comment se passe la procédure du trajet de réintégration ?,la question concerne la catégorie Protection sociale,0
991,Comment se passe la procédure du trajet de réintégration ?,la question concerne la catégorie Travail,0
992,Je suis travailleuse salariée. Dois-je signaler ma grossesse à l'entretien d'embauche ?,la question concerne la catégorie Protection sociale,0
993,"Quels sont mes droits (rémunération, horaires, etc.) si je reprends un travail à temps partiel suite à un trajet de réintégration ?",la question concerne la catégorie Protection sociale,0
